X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain,area
3,6,jun,fri,91.1,94.1,232.1,7.1,19.2,38.0,4.5,0.0,0.0
3,6,jun,fri,91.1,94.1,232.1,7.1,19.2,38.0,4.5,0.0,0.0
6,5,may,sat,85.1,28.0,113.8,3.5,11.3,94.0,4.9,0.0,0.0
1,4,sep,sun,89.6,84.1,714.3,5.7,19.0,52.0,2.2,0.0,0.0
7,4,sep,sun,89.6,84.1,714.3,5.7,17.1,53.0,5.4,0.0,0.41
3,4,sep,sun,89.6,84.1,714.3,5.7,23.8,35.0,3.6,0.0,5.18
2,4,sep,sun,92.4,105.8,758.1,9.9,16.0,45.0,1.8,0.0,0.0
2,4,sep,sun,92.4,105.8,758.1,9.9,24.9,27.0,2.2,0.0,0.0
7,4,sep,sun,92.4,105.8,758.1,9.9,25.3,27.0,2.7,0.0,0.0
6,3,sep,sun,92.4,105.8,758.1,9.9,24.8,28.0,1.8,0.0,14.29
2,4,sep,sun,50.4,46.2,706.6,0.4,12.2,78.0,6.3,0.0,0.0
6,5,sep,wed,92.6,115.4,777.1,8.8,24.3,27.0,4.9,0.0,0.0
4,4,sep,wed,92.6,115.4,777.1,8.8,19.7,41.0,1.8,0.0,1.58
3,4,sep,wed,91.2,134.7,817.5,7.2,18.5,30.0,2.7,0.0,0.0
4,5,sep,thu,92.4,96.2,739.4,8.6,18.6,24.0,5.8,0.0,0.0
4,4,sep,thu,92.4,96.2,739.4,8.6,19.2,24.0,4.9,0.0,3.78
6,5,sep,thu,92.8,119.0,783.5,7.5,21.6,27.0,2.2,0.0,0.0
5,4,sep,thu,92.8,119.0,783.5,7.5,21.6,28.0,6.3,0.0,4.41
6,3,sep,thu,92.8,119.0,783.5,7.5,18.9,34.0,7.2,0.0,34.36
1,4,sep,thu,92.8,119.0,783.5,7.5,16.8,28.0,4.0,0.0,7.21
6,5,sep,thu,92.8,119.0,783.5,7.5,16.8,28.0,4.0,0.0,1.01
3,5,sep,thu,90.7,136.9,822.8,6.8,12.9,39.0,2.7,0.0,2.18
6,5,sep,thu,88.1,53.3,726.9,5.4,13.7,56.0,1.8,0.0,4.42
1,4,sep,sat,92.2,102.3,751.5,8.4,24.2,27.0,3.1,0.0,0.0
5,4,sep,sat,92.2,102.3,751.5,8.4,24.1,27.0,3.1,0.0,0.0
6,5,sep,sat,92.2,102.3,751.5,8.4,21.2,32.0,2.2,0.0,0.0
6,5,sep,sat,92.2,102.3,751.5,8.4,19.7,35.0,1.8,0.0,0.0
4,3,sep,sat,92.2,102.3,751.5,8.4,23.5,27.0,4.0,0.0,3.33
3,3,sep,sat,92.2,102.3,751.5,8.4,24.2,27.0,3.1,0.0,6.58
7,4,sep,sat,91.2,124.4,795.3,8.5,21.5,28.0,4.5,0.0,15.64
4,4,sep,sat,91.2,124.4,795.3,8.5,17.1,41.0,2.2,0.0,11.22
1,4,sep,mon,92.1,87.7,721.1,9.5,18.1,54.0,3.1,0.0,2.13
2,3,sep,mon,91.6,108.4,764.0,6.2,18.0,51.0,5.4,0.0,0.0
4,3,sep,mon,91.6,108.4,764.0,6.2,9.8,86.0,1.8,0.0,0.0
7,4,sep,mon,91.6,108.4,764.0,6.2,19.3,44.0,2.2,0.0,0.0
6,3,sep,mon,91.6,108.4,764.0,6.2,23.0,34.0,2.2,0.0,56.04
8,6,sep,mon,91.6,108.4,764.0,6.2,22.7,35.0,2.2,0.0,7.48
2,4,sep,mon,91.6,108.4,764.0,6.2,20.4,41.0,1.8,0.0,1.47
2,5,sep,mon,91.6,108.4,764.0,6.2,19.3,44.0,2.2,0.0,3.93
8,6,sep,mon,91.9,111.7,770.3,6.5,15.7,51.0,2.2,0.0,0.0
6,3,sep,mon,91.5,130.1,807.1,7.5,20.6,37.0,1.8,0.0,0.0
8,6,sep,mon,91.5,130.1,807.1,7.5,15.9,51.0,4.5,0.0,2.18
6,3,sep,mon,91.5,130.1,807.1,7.5,12.2,66.0,4.9,0.0,6.1
2,2,sep,mon,91.5,130.1,807.1,7.5,16.8,43.0,3.1,0.0,5.83
1,4,sep,mon,91.5,130.1,807.1,7.5,21.3,35.0,2.2,0.0,28.19
5,4,sep,fri,92.1,99.0,745.3,9.6,10.1,75.0,3.6,0.0,0.0
3,4,sep,fri,92.1,99.0,745.3,9.6,17.4,57.0,4.5,0.0,0.0
5,4,sep,fri,92.1,99.0,745.3,9.6,12.8,64.0,3.6,0.0,1.64
5,4,sep,fri,92.1,99.0,745.3,9.6,10.1,75.0,3.6,0.0,3.71
4,4,sep,fri,92.1,99.0,745.3,9.6,15.4,53.0,6.3,0.0,7.31
7,4,sep,fri,92.1,99.0,745.3,9.6,20.6,43.0,3.6,0.0,2.03
7,4,sep,fri,92.1,99.0,745.3,9.6,19.8,47.0,2.7,0.0,1.72
7,4,sep,fri,92.1,99.0,745.3,9.6,18.7,50.0,2.2,0.0,5.97
4,4,sep,fri,92.1,99.0,745.3,9.6,20.8,35.0,4.9,0.0,13.06
4,4,sep,fri,92.1,99.0,745.3,9.6,20.8,35.0,4.9,0.0,1.26
6,3,sep,fri,92.5,122.0,789.7,10.2,15.9,55.0,3.6,0.0,0.0
6,3,sep,fri,92.5,122.0,789.7,10.2,19.7,39.0,2.7,0.0,0.0
1,4,sep,fri,92.5,122.0,789.7,10.2,21.1,39.0,2.2,0.0,8.12
6,5,sep,fri,92.5,122.0,789.7,10.2,18.4,42.0,2.2,0.0,1.09
4,3,sep,fri,92.5,122.0,789.7,10.2,17.3,45.0,4.0,0.0,3.94
7,4,sep,fri,88.2,55.2,732.3,11.6,15.2,64.0,3.1,0.0,0.52
4,3,sep,tue,91.9,111.7,770.3,6.5,15.9,53.0,2.2,0.0,2.93
6,5,sep,tue,91.9,111.7,770.3,6.5,21.1,35.0,2.7,0.0,5.65
6,5,sep,tue,91.9,111.7,770.3,6.5,19.6,45.0,3.1,0.0,20.03
4,5,sep,tue,91.1,132.3,812.1,12.5,15.9,38.0,5.4,0.0,1.75
4,5,sep,tue,91.1,132.3,812.1,12.5,16.4,27.0,3.6,0.0,0.0
6,5,sep,sat,91.2,94.3,744.4,8.4,16.8,47.0,4.9,0.0,12.64
4,5,sep,sun,91.0,276.3,825.1,7.1,13.8,77.0,7.6,0.0,0.0
7,4,sep,sun,91.0,276.3,825.1,7.1,13.8,77.0,7.6,0.0,11.06
3,4,jul,wed,91.9,133.6,520.5,8.0,14.2,58.0,4.0,0.0,0.0
4,5,aug,sun,92.0,203.2,664.5,8.1,10.4,75.0,0.9,0.0,0.0
5,4,aug,thu,94.8,222.4,698.6,13.9,20.3,42.0,2.7,0.0,0.0
6,5,sep,fri,90.3,290.0,855.3,7.4,10.3,78.0,4.0,0.0,18.3
6,5,sep,sat,91.2,94.3,744.4,8.4,15.4,57.0,4.9,0.0,39.35
8,6,aug,mon,92.1,207.0,672.6,8.2,21.1,54.0,2.2,0.0,0.0
2,2,aug,sat,93.7,231.1,715.1,8.4,21.9,42.0,2.2,0.0,174.63
6,5,mar,thu,90.9,18.9,30.6,8.0,8.7,51.0,5.8,0.0,0.0
4,5,jan,sun,18.7,1.1,171.4,0.0,5.2,100.0,0.9,0.0,0.0
5,4,jul,wed,93.7,101.3,458.8,11.9,19.3,39.0,7.2,0.0,7.73
8,6,aug,thu,90.7,194.1,643.0,6.8,16.2,63.0,2.7,0.0,16.33
8,6,aug,wed,95.2,217.7,690.0,18.0,28.2,29.0,1.8,0.0,5.86
9,6,aug,thu,91.6,248.4,753.8,6.3,20.5,58.0,2.7,0.0,42.87
8,4,aug,sat,91.6,273.8,819.1,7.7,21.3,44.0,4.5,0.0,12.18
2,4,aug,sun,91.6,181.3,613.0,7.6,20.9,50.0,2.2,0.0,16.0
3,4,sep,sun,90.5,96.7,750.5,11.4,20.6,55.0,5.4,0.0,24.59
5,5,mar,thu,90.9,18.9,30.6,8.0,11.6,48.0,5.4,0.0,0.0
6,4,aug,fri,94.8,227.0,706.7,12.0,23.3,34.0,3.1,0.0,28.74
7,4,aug,fri,94.8,227.0,706.7,12.0,23.3,34.0,3.1,0.0,0.0
7,4,feb,mon,84.7,9.5,58.3,4.1,7.5,71.0,6.3,0.0,9.96
8,6,sep,fri,91.1,91.3,738.1,7.2,20.7,46.0,2.7,0.0,30.18
1,3,sep,sun,91.0,276.3,825.1,7.1,21.9,43.0,4.0,0.0,70.76
2,4,mar,tue,93.4,15.0,25.6,11.4,15.2,19.0,7.6,0.0,0.0
6,5,feb,mon,84.1,4.6,46.7,2.2,5.3,68.0,1.8,0.0,0.0
4,5,feb,sun,85.0,9.0,56.9,3.5,10.1,62.0,1.8,0.0,51.78
4,3,sep,sun,90.5,96.7,750.5,11.4,20.4,55.0,4.9,0.0,3.64
5,6,aug,sun,91.6,181.3,613.0,7.6,24.3,33.0,3.6,0.0,3.63
1,2,aug,sat,93.7,231.1,715.1,8.4,25.9,32.0,3.1,0.0,0.0
9,5,jun,wed,93.3,49.5,297.7,14.0,28.0,34.0,4.5,0.0,0.0
9,5,jun,wed,93.3,49.5,297.7,14.0,28.0,34.0,4.5,0.0,8.16
3,4,sep,thu,91.1,88.2,731.7,8.3,22.8,46.0,4.0,0.0,4.95
9,9,aug,fri,94.8,227.0,706.7,12.0,25.0,36.0,4.0,0.0,0.0
8,6,aug,thu,90.7,194.1,643.0,6.8,21.3,41.0,3.6,0.0,0.0
2,4,sep,wed,87.9,84.8,725.1,3.7,21.8,34.0,2.2,0.0,6.04
2,2,aug,tue,94.6,212.1,680.9,9.5,27.9,27.0,2.2,0.0,0.0
6,5,sep,sat,87.1,291.3,860.6,4.0,17.0,67.0,4.9,0.0,3.95
4,5,feb,sat,84.7,8.2,55.0,2.9,14.2,46.0,4.0,0.0,0.0
4,3,sep,fri,90.3,290.0,855.3,7.4,19.9,44.0,3.1,0.0,7.8
1,4,jul,tue,92.3,96.2,450.2,12.1,23.4,31.0,5.4,0.0,0.0
6,3,feb,fri,84.1,7.3,52.8,2.7,14.7,42.0,2.7,0.0,0.0
7,4,feb,fri,84.6,3.2,43.6,3.3,8.2,53.0,9.4,0.0,4.62
9,4,jul,mon,92.3,92.1,442.1,9.8,22.8,27.0,4.5,0.0,1.63
7,5,aug,sat,93.7,231.1,715.1,8.4,26.4,33.0,3.6,0.0,0.0
5,4,aug,sun,93.6,235.1,723.1,10.1,24.1,50.0,4.0,0.0,0.0
8,6,aug,thu,94.8,222.4,698.6,13.9,27.5,27.0,4.9,0.0,746.28
6,3,jul,tue,92.7,164.1,575.8,8.9,26.3,39.0,3.1,0.0,7.02
6,5,mar,wed,93.4,17.3,28.3,9.9,13.8,24.0,5.8,0.0,0.0
2,4,aug,sun,92.0,203.2,664.5,8.1,24.9,42.0,5.4,0.0,2.44
2,5,aug,sun,91.6,181.3,613.0,7.6,24.8,36.0,4.0,0.0,3.05
8,8,aug,wed,91.7,191.4,635.9,7.8,26.2,36.0,4.5,0.0,185.76
2,4,aug,wed,95.2,217.7,690.0,18.0,30.8,19.0,4.5,0.0,0.0
8,6,jul,sun,88.9,263.1,795.9,5.2,29.3,27.0,3.6,0.0,6.3
1,3,sep,sat,91.2,94.3,744.4,8.4,22.3,48.0,4.0,0.0,0.72
8,6,aug,sat,93.7,231.1,715.1,8.4,26.9,31.0,3.6,0.0,4.96
2,2,aug,thu,91.6,248.4,753.8,6.3,20.4,56.0,2.2,0.0,0.0
8,6,aug,thu,91.6,248.4,753.8,6.3,20.4,56.0,2.2,0.0,0.0
2,4,aug,mon,92.1,207.0,672.6,8.2,27.9,33.0,2.2,0.0,2.35
1,3,aug,thu,94.8,222.4,698.6,13.9,26.2,34.0,5.8,0.0,0.0
3,4,aug,sun,91.6,181.3,613.0,7.6,24.6,44.0,4.0,0.0,3.2
7,4,sep,thu,89.7,287.2,849.3,6.8,19.4,45.0,3.6,0.0,0.0
1,3,aug,sat,92.1,178.0,605.3,9.6,23.3,40.0,4.0,0.0,6.36
8,6,aug,thu,94.8,222.4,698.6,13.9,23.9,38.0,6.7,0.0,0.0
2,4,aug,sun,93.6,235.1,723.1,10.1,20.9,66.0,4.9,0.0,15.34
1,4,aug,fri,90.6,269.8,811.2,5.5,22.2,45.0,3.6,0.0,0.0
2,5,jul,sat,90.8,84.7,376.6,5.6,23.8,51.0,1.8,0.0,0.0
8,6,aug,mon,92.1,207.0,672.6,8.2,26.8,35.0,1.3,0.0,0.54
8,6,aug,sat,89.4,253.6,768.4,9.7,14.2,73.0,2.7,0.0,0.0
2,5,aug,sat,93.7,231.1,715.1,8.4,23.6,53.0,4.0,0.0,6.43
1,3,sep,fri,91.1,91.3,738.1,7.2,19.1,46.0,2.2,0.0,0.33
5,4,sep,fri,90.3,290.0,855.3,7.4,16.2,58.0,3.6,0.0,0.0
8,6,aug,mon,92.1,207.0,672.6,8.2,25.5,29.0,1.8,0.0,1.23
6,5,apr,mon,87.9,24.9,41.6,3.7,10.9,64.0,3.1,0.0,3.35
1,2,jul,fri,90.7,80.9,368.3,16.8,14.8,78.0,8.0,0.0,0.0
2,5,sep,fri,90.3,290.0,855.3,7.4,16.2,58.0,3.6,0.0,9.96
5,5,aug,sun,94.0,47.9,100.7,10.7,17.3,80.0,4.5,0.0,0.0
6,5,aug,sun,92.0,203.2,664.5,8.1,19.1,70.0,2.2,0.0,0.0
3,4,mar,wed,93.4,17.3,28.3,9.9,8.9,35.0,8.0,0.0,0.0
7,4,sep,wed,89.7,284.9,844.0,10.1,10.5,77.0,4.0,0.0,0.0
7,4,aug,sun,91.6,181.3,613.0,7.6,19.3,61.0,4.9,0.0,0.0
4,5,aug,wed,95.2,217.7,690.0,18.0,23.4,49.0,5.4,0.0,6.43
1,4,aug,fri,90.5,196.8,649.9,16.3,11.8,88.0,4.9,0.0,9.71
7,4,aug,mon,91.5,238.2,730.6,7.5,17.7,65.0,4.0,0.0,0.0
4,5,aug,thu,89.4,266.2,803.3,5.6,17.4,54.0,3.1,0.0,0.0
3,4,aug,thu,91.6,248.4,753.8,6.3,16.8,56.0,3.1,0.0,0.0
3,4,jul,mon,94.6,160.0,567.2,16.7,17.9,48.0,2.7,0.0,0.0
2,4,aug,thu,91.6,248.4,753.8,6.3,16.6,59.0,2.7,0.0,0.0
1,4,aug,wed,91.7,191.4,635.9,7.8,19.9,50.0,4.0,0.0,82.75
8,6,aug,sat,93.7,231.1,715.1,8.4,18.9,64.0,4.9,0.0,3.32
7,4,aug,sat,91.6,273.8,819.1,7.7,15.5,72.0,8.0,0.0,1.94
2,5,aug,sat,93.7,231.1,715.1,8.4,18.9,64.0,4.9,0.0,0.0
8,6,aug,sat,93.7,231.1,715.1,8.4,18.9,64.0,4.9,0.0,0.0
1,4,sep,sun,91.0,276.3,825.1,7.1,14.5,76.0,7.6,0.0,3.71
6,5,feb,tue,75.1,4.4,16.2,1.9,4.6,82.0,6.3,0.0,5.39
6,4,feb,tue,75.1,4.4,16.2,1.9,5.1,77.0,5.4,0.0,2.14
2,2,feb,sat,79.5,3.6,15.3,1.8,4.6,59.0,0.9,0.0,6.84
6,5,mar,mon,87.2,15.1,36.9,7.1,10.2,45.0,5.8,0.0,3.18
3,4,mar,wed,90.2,18.5,41.1,7.3,11.2,41.0,5.4,0.0,5.55
6,5,mar,thu,91.3,20.6,43.5,8.5,13.3,27.0,3.6,0.0,6.61
6,3,apr,sun,91.0,14.6,25.6,12.3,13.7,33.0,9.4,0.0,61.13
5,4,apr,sun,91.0,14.6,25.6,12.3,17.6,27.0,5.8,0.0,0.0
4,3,may,fri,89.6,25.4,73.7,5.7,18.0,40.0,4.0,0.0,38.48
8,3,jun,mon,88.2,96.2,229.0,4.7,14.3,79.0,4.0,0.0,1.94
9,4,jun,sat,90.5,61.1,252.6,9.4,24.5,50.0,3.1,0.0,70.32
4,3,jun,thu,93.0,103.8,316.7,10.8,26.4,35.0,2.7,0.0,10.08
2,5,jun,thu,93.7,121.7,350.2,18.0,22.7,40.0,9.4,0.0,3.19
4,3,jul,thu,93.5,85.3,395.0,9.9,27.2,28.0,1.3,0.0,1.76
4,3,jul,sun,93.7,101.3,423.4,14.7,26.1,45.0,4.0,0.0,7.36
7,4,jul,sun,93.7,101.3,423.4,14.7,18.2,82.0,4.5,0.0,2.21
7,4,jul,mon,89.2,103.9,431.6,6.4,22.6,57.0,4.9,0.0,278.53
9,9,jul,thu,93.2,114.4,560.0,9.5,30.2,25.0,4.5,0.0,2.75
4,3,jul,thu,93.2,114.4,560.0,9.5,30.2,22.0,4.9,0.0,0.0
3,4,aug,sun,94.9,130.3,587.1,14.1,23.4,40.0,5.8,0.0,1.29
8,6,aug,sun,94.9,130.3,587.1,14.1,31.0,27.0,5.4,0.0,0.0
2,5,aug,sun,94.9,130.3,587.1,14.1,33.1,25.0,4.0,0.0,26.43
2,4,aug,mon,95.0,135.5,596.3,21.3,30.6,28.0,3.6,0.0,2.07
5,4,aug,tue,95.1,141.3,605.8,17.7,24.1,43.0,6.3,0.0,2.0
5,4,aug,tue,95.1,141.3,605.8,17.7,26.4,34.0,3.6,0.0,16.4
4,4,aug,tue,95.1,141.3,605.8,17.7,19.4,71.0,7.6,0.0,46.7
4,4,aug,wed,95.1,141.3,605.8,17.7,20.6,58.0,1.3,0.0,0.0
4,4,aug,wed,95.1,141.3,605.8,17.7,28.7,33.0,4.0,0.0,0.0
4,4,aug,thu,95.8,152.0,624.1,13.8,32.4,21.0,4.5,0.0,0.0
1,3,aug,fri,95.9,158.0,633.6,11.3,32.4,27.0,2.2,0.0,0.0
1,3,aug,fri,95.9,158.0,633.6,11.3,27.5,29.0,4.5,0.0,43.32
6,6,aug,sat,96.0,164.0,643.0,14.0,30.8,30.0,4.9,0.0,8.59
6,6,aug,mon,96.2,175.5,661.8,16.8,23.9,42.0,2.2,0.0,0.0
4,5,aug,mon,96.2,175.5,661.8,16.8,32.6,26.0,3.1,0.0,2.77
3,4,aug,tue,96.1,181.1,671.2,14.3,32.3,27.0,2.2,0.0,14.68
6,5,aug,tue,96.1,181.1,671.2,14.3,33.3,26.0,2.7,0.0,40.54
7,5,aug,tue,96.1,181.1,671.2,14.3,27.3,63.0,4.9,6.4,10.82
8,6,aug,tue,96.1,181.1,671.2,14.3,21.6,65.0,4.9,0.8,0.0
7,5,aug,tue,96.1,181.1,671.2,14.3,21.6,65.0,4.9,0.8,0.0
4,4,aug,tue,96.1,181.1,671.2,14.3,20.7,69.0,4.9,0.4,0.0
2,4,aug,wed,94.5,139.4,689.1,20.0,29.2,30.0,4.9,0.0,1.95
4,3,aug,wed,94.5,139.4,689.1,20.0,28.9,29.0,4.9,0.0,49.59
1,2,aug,thu,91.0,163.2,744.4,10.1,26.7,35.0,1.8,0.0,5.8
1,2,aug,fri,91.0,166.9,752.6,7.1,18.5,73.0,8.5,0.0,0.0
2,4,aug,fri,91.0,166.9,752.6,7.1,25.9,41.0,3.6,0.0,0.0
1,2,aug,fri,91.0,166.9,752.6,7.1,25.9,41.0,3.6,0.0,0.0
5,4,aug,fri,91.0,166.9,752.6,7.1,21.1,71.0,7.6,1.4,2.17
6,5,aug,fri,91.0,166.9,752.6,7.1,18.2,62.0,5.4,0.0,0.43
8,6,aug,sun,81.6,56.7,665.6,1.9,27.8,35.0,2.7,0.0,0.0
4,3,aug,sun,81.6,56.7,665.6,1.9,27.8,32.0,2.7,0.0,6.44
2,4,aug,sun,81.6,56.7,665.6,1.9,21.9,71.0,5.8,0.0,54.29
7,4,aug,sun,81.6,56.7,665.6,1.9,21.2,70.0,6.7,0.0,11.16
1,4,aug,sat,94.4,146.0,614.7,11.3,25.6,42.0,4.0,0.0,0.0
6,3,nov,tue,79.5,3.0,106.7,1.1,11.8,31.0,4.5,0.0,0.0
4,3,sep,thu,92.59782884536939,136.6498207947697,687.5316151347165,9.380297054316818,28.020802438807397,23.79299758252921,2.540189745568262,-0.028959825672815347,0.0
3,4,aug,sun,90.63945058116859,171.7538632872397,621.6980760347172,7.343717497889139,24.96058991821296,44.1767280399603,3.9623638242977797,0.02466879106358535,3.2
8,6,jul,tue,93.89813896551662,82.99632741074299,485.3719033535012,8.832333967937947,17.00422282022054,68.47613169878578,3.7552819292709008,0.01414667792014371,6.57
6,5,sep,sat,91.29575120077398,91.76652503729011,713.6998774535793,8.691255845078302,16.663385824290383,48.33849273835078,4.543558897321617,-0.028759236719593226,12.64
1,2,aug,tue,90.92709819768754,130.87437646151213,522.9790234670176,7.316267246723136,21.05371941452408,20.38207762960403,7.166232920881642,-0.029946005868238958,0.0
7,4,aug,sat,91.83566961313757,168.2560676839589,689.6322168873364,13.259439042815638,24.863368474692717,38.387062927895364,1.7053117186123086,0.044113755464895474,1.38
2,2,feb,mon,83.71649025322616,2.555764261741059,80.59184521765192,2.790631528787059,14.228953444942217,42.64338067166098,5.1236692426912755,-0.008797415196246518,0.0
8,6,jun,wed,92.04114308998967,160.9373816322209,349.2294315605834,13.076549615015255,19.250936413052166,40.126277816437,5.265063818625139,-0.02281113839572742,0.0
1,5,sep,sun,93.6570932193054,150.47354602117645,753.612270692168,8.059577928008219,26.874619916291458,28.325285512425783,3.2309294003900795,-0.016621387808034068,95.18
8,6,aug,sun,93.34467010590299,83.3938922311575,495.1143635474421,14.655991171679489,20.082451734435093,29.965889822560488,6.019804848132209,0.007117098185124181,0.0
3,4,feb,sat,83.70091580316365,-1.6352834212943037,48.119142280383684,2.262679477767496,12.209076073621736,52.918694009323445,1.7126789537444074,-0.030711881301871243,0.0
9,4,jun,sat,89.4655086088175,56.66491397253352,281.40171833052364,9.615331966754885,25.16003159174408,49.74237658276416,3.032117126209537,0.07611440774772572,70.32
3,4,aug,mon,90.41566166016915,150.44856281315674,654.5029461249915,10.581361257156697,17.112676776201813,42.164157273569494,5.384905770313691,0.02767742691416454,0.0
1,2,aug,fri,91.40903864165567,171.04230603918933,778.9577389765533,7.1881050789848935,26.13990581924768,38.02893335203145,3.376483908955492,-0.018935339465257908,0.0
5,4,sep,fri,93.55730770624618,137.26424014429818,696.35506838445,13.916725245910344,27.72249012836647,29.705572000089024,0.9664607792972648,-0.0056415739551074285,0.0
9,9,jul,sun,90.63068657271093,65.42984036084707,357.55234616464423,7.00905587419493,24.20233376251512,29.875359571558725,2.089421204352805,0.06242820735600356,1.36
5,4,aug,fri,90.77282742658426,173.34114026725584,760.6538759384431,7.366851219635173,19.87783694075408,72.8262530301067,7.83135156956771,1.399116357201475,2.17
7,5,aug,sat,94.02519657415083,230.59163845748506,738.3888263306596,8.362830181296152,26.63832010669056,31.393302355398255,3.967496646645626,0.07439022815857393,0.0
4,3,mar,mon,87.18121154233027,55.20642662521529,95.11163246569075,4.86996800547832,11.0168599822373,45.06183343837021,5.814340736580877,-0.038751040306402314,36.85
1,2,aug,tue,92.00692148766038,124.6043363994934,564.5138204714697,7.5921352209223585,22.11012317017658,18.508483363980623,6.6972346405254815,0.03930505989973864,0.0
3,4,aug,mon,91.66196475259704,133.37312887374526,598.4853436332982,11.289560123488194,17.202388853816775,39.21584551524704,5.443132928712297,-0.03823058627788569,0.0
6,5,mar,sun,89.95913306706551,43.00878640914642,118.24897102648043,7.09521448503037,14.0743711020189,53.40063349125699,3.6531624186790426,-0.017043772862720585,12.1
4,4,sep,wed,92.69501968731556,111.21059216448259,757.1671321240664,9.167731370701903,20.15582867517861,39.345069728204834,1.9483503970356741,-0.005961395305405104,1.58
6,5,mar,mon,88.25259884386941,11.07324198892609,38.367662890528386,7.681494346057813,10.526753622625181,49.10588585717346,5.702515480618053,0.043591275417088515,3.18
3,5,aug,sat,93.60927359506373,134.46730145088634,578.304228383285,20.816372422679514,18.14002132716111,48.42806177335046,5.861513906834189,0.01685734957024211,0.0
4,5,feb,sun,85.02665719944854,4.203813764688031,77.67294573200988,3.0737992462931096,10.596454561519321,63.21337970399318,1.2428636461362204,-0.026485269358122888,51.78
2,5,sep,wed,90.49552071649265,80.46576325418563,719.2800676149712,5.828490216171106,17.986313311964707,47.92473247052597,2.311903990434213,0.004285314246466489,4.88
4,4,aug,fri,93.53322204874526,164.5938891012226,688.8733704600937,12.839183425546386,21.994520342301144,55.02551871440994,3.1584976968803047,-0.0014344944780631714,6.54
2,2,sep,fri,91.86253281517963,116.29398166848246,665.3115646528848,11.891164031111613,19.771937615548023,36.13854827348682,5.353683091573448,0.015879276378087347,0.0
3,4,sep,thu,91.68398421461437,84.13284171821576,729.907486518934,8.522867418811389,23.559786137776644,43.69924630111548,4.058322967736999,0.00993993775862955,4.95
6,5,aug,sat,89.74471243178304,98.52850182377878,643.1805924133607,8.831184635719248,15.024841542303465,59.27605740249394,5.918594218830048,0.02802955100203119,0.0
5,4,sep,mon,91.93028997242004,85.93656801270853,723.2067476419281,9.0017002328426,19.10008095388798,37.7905792888794,2.34736725248112,-0.002724222660876244,0.0
6,3,sep,mon,90.97116699932982,80.0763137778343,735.6224459202143,9.278160082654999,20.867431222732545,31.579187501648345,2.5665786452437143,0.0034690933918277863,0.0
9,9,aug,fri,94.0154157791173,227.49693442614074,727.7442123992946,11.08199984675812,25.492581886147118,35.451849077804034,3.889045231767185,0.0009220287254439257,0.0
7,6,jul,tue,92.94090894265642,187.38076927001376,421.28083733836166,10.002208050389493,27.08756051588216,26.70214767040108,5.629014252737938,0.048980840078973596,86.45
3,4,aug,mon,91.63188561922763,131.910535282348,636.5472132948393,10.496728246537744,8.154099725658055,71.81718188233371,2.307692488004901,0.07333302779333487,0.0
6,5,aug,sat,90.29641188621056,92.92064652986525,685.0519568936286,9.033801504642422,15.706300160134255,58.20334313124959,6.063653289928548,-0.004529997264346091,0.0
3,4,sep,sun,89.27126560455159,81.49902358068451,694.1080313193644,5.066163764168024,23.85664042994367,36.627502469222236,3.670598404133004,0.0007672190684360545,5.18
6,5,sep,tue,91.92647513213086,100.03580720396369,753.8737150191827,6.4249440120048895,19.678812056496334,43.71950880508248,3.0624161166193278,0.001962128725022757,20.03
3,4,sep,fri,94.91563454025149,97.72618654200572,696.4983510199971,15.827513415368058,19.621603377329926,52.844561189455064,5.448649656116875,-0.05882829503180163,0.0
1,2,sep,thu,92.64216977005337,135.67922639006773,707.1543031210916,8.566773453042329,21.98726626722903,34.60914548389528,2.409052389846289,0.01757312116128798,0.0
4,3,sep,tue,91.84397861680385,114.70176450311081,769.640464068731,6.906024493193799,15.635032747656417,54.805241149847824,2.062266095928436,-0.011331448847207184,2.93
4,4,oct,sat,90.81264163762098,37.30228423142949,713.4974825333993,7.421116244605473,17.889598262437396,25.0665932029283,3.2467785468387977,-0.0606708018025929,24.23
6,3,sep,sun,92.69347777454958,94.21795436815965,748.9674442226274,9.921932419406392,24.343209200467474,28.234759983835325,1.7209285679847197,0.002727353045780863,14.29
8,3,jun,mon,87.8002710812059,101.59635601908064,219.10039527225015,5.060571641191851,14.12241289729172,78.4049568589467,4.081787635183819,0.009378125567424688,1.94
7,4,aug,sat,91.44299680176977,275.25838872580164,836.2108149860658,7.607498479251005,16.141828970542228,69.31555304873109,7.93170601428422,0.0129672472273387,1.94
5,4,aug,sun,92.25830947782326,184.28091950250501,690.5576290595321,14.663446427217568,25.24135470934755,39.24281557968612,5.636706506237717,-7.098104979245873e-05,0.09
3,5,sep,fri,94.14356132878866,144.15681793879142,730.6764685361902,8.36827044627245,17.70060775142082,39.8977157453923,2.89711785945425,-0.02752710174229737,0.0
8,6,aug,fri,91.04807584225435,117.02884754434038,590.129413181663,12.649450996764063,21.603984568390132,52.9609793621058,8.7654043526438,0.012143889771658992,0.61
4,5,sep,thu,92.94337256614158,137.24280883359904,693.1907600398268,9.03567112941601,22.052703502585192,33.57560105892674,1.8731890371086037,-0.002560102114238463,14.57
